nombre,tipo_eleccion,votos_totales,n_registros
MOVIMIENTO DERECHO VIVO,Alcaldía Municipal,2533,2
MOVIMIENTO DIGNIDAD SOCIAL INDIGENA,Concejo Municipal,4687,16
MOVIMIENTO EL COLECTIVO - RENOVACION P,Senado,32448,2166
MOVIMIENTO EL COLECTIVO - RENOVACION P,Camara de Representantes,7582,234
MOVIMIENTO ENCUENTRO 88,Presidencia,996,1094
MOVIMIENTO EQUIPO COLOMBIA,Alcaldía Municipal,1819843,732
MOVIMIENTO EQUIPO COLOMBIA,Gobernaci??n,739158,328
MOVIMIENTO EQUIPO COLOMBIA,Concejo Municipal,612153,4029
MOVIMIENTO EQUIPO COLOMBIA,Asamblea Departamental,483834,6837
MOVIMIENTO EQUIPO COLOMBIA,Senado,297538,32224
MOVIMIENTO EQUIPO COLOMBIA,C??mara de Representantes,208514,11943
MOVIMIENTO ESPERANZA PAZ Y LIBERTAD,Asamblea Departamental,9945,172
MOVIMIENTO ESPERANZA PAZ Y LIBERTAD,Concejo Municipal,3231,17
MOVIMIENTO FEMENINO INDEPENDIENTE,Concejo Municipal,124,4
MOVIMIENTO FIRMES,Asamblea Departamental,13241,548
MOVIMIENTO FIRMES,Concejo Municipal,12100,943
MOVIMIENTO FORMAMOS CIUDADANOS,Concejo Municipal,32067,209
MOVIMIENTO FORMAMOS CIUDADANOS,Gobernaci??n,10522,155
MOVIMIENTO FORMAMOS CIUDADANOS,Alcaldía Municipal,7903,9
MOVIMIENTO FORMAMOS CIUDADANOS,Asamblea Departamental,7767,279
MOVIMIENTO FRENTE SOCIAL Y POLITICO,Senado,128079,11808
MOVIMIENTO FRENTE SOCIAL Y POLITICO,C??mara de Representantes,84143,1985
MOVIMIENTO FRENTE SOCIAL Y POLITICO,Concejo Municipal,53211,420
MOVIMIENTO FRENTE SOCIAL Y POLITICO,Alcaldía Municipal,48983,20
MOVIMIENTO FRENTE SOCIAL Y POLITICO,Asamblea Departamental,18806,940
MOVIMIENTO FRENTE SOCIAL Y POLITICO,Gobernaci??n,2283,12
MOVIMIENTO FUERZA COLOMBIA,Alcaldía Municipal,246065,43
MOVIMIENTO FUERZA COLOMBIA,Presidencia Primera Vuelta,190404,1084
MOVIMIENTO FUERZA COLOMBIA,Presidencia,50763,1175
MOVIMIENTO FUERZA COLOMBIA,Senado,49299,16848
MOVIMIENTO FUERZA COLOMBIA,Camara de Representantes,46370,1134
MOVIMIENTO FUERZA COLOMBIA,Asamblea Departamental,40468,2018
MOVIMIENTO FUERZA COLOMBIA,Concejo Municipal,11034,110
MOVIMIENTO FUERZA COLOMBIA,Gobernaci??n,6973,116
MOVIMIENTO FUERZA COLOMBIA,C??mara de Representantes,1448,214
MOVIMIENTO FUERZA POPULAR,Asamblea Departamental,15265,300
MOVIMIENTO FUERZA POPULAR,Concejo Municipal,2313,13
MOVIMIENTO FUERZA PROGRESISTA,Concejo Municipal,473473,5531
MOVIMIENTO FUERZA PROGRESISTA,Asamblea Departamental,376276,11449
MOVIMIENTO FUERZA PROGRESISTA,Alcaldía Municipal,267574,121
MOVIMIENTO FUERZA PROGRESISTA,Camara de Representantes,229384,2172
MOVIMIENTO FUERZA PROGRESISTA,Senado,170648,18904
MOVIMIENTO FUERZA PROGRESISTA,C??mara de Representantes,88828,5305
MOVIMIENTO GANAS,Senado,70582,2160
MOVIMIENTO GANAS,Camara de Representantes,16474,548
MOVIMIENTO GANAS,Concejo Municipal,6945,46
MOVIMIENTO GENTE NUEVA,Senado,37063,17727
MOVIMIENTO HUELLA CIUDADANA,Alcaldía Municipal,1261673,124
MOVIMIENTO HUELLA CIUDADANA,Asamblea Departamental,75110,1574
MOVIMIENTO HUELLA CIUDADANA,Senado,63165,9953
MOVIMIENTO HUELLA CIUDADANA,C??mara de Representantes,53002,871
MOVIMIENTO HUELLA CIUDADANA,Concejo Municipal,49339,428
MOVIMIENTO HUELLA CIUDADANA,Gobernaci??n,3611,16
MOVIMIENTO HUMBERTISTA,Concejo Municipal,58981,577
MOVIMIENTO HUMBERTISTA,Senado,57649,9010
MOVIMIENTO HUMBERTISTA,Camara de Representantes,57246,168
MOVIMIENTO HUMBERTISTA,Asamblea Departamental,43502,888
MOVIMIENTO HUMBERTISTA,C??mara de Representantes,41106,1162
MOVIMIENTO HUMBERTISTA,Alcaldía Municipal,14039,9
MOVIMIENTO INDEPENDIENTE ALTERNATIVO DE ZAPATOCA,Alcaldía Municipal,169,1
MOVIMIENTO INDEPENDIENTE BARRANQUILLA ATLANTICO COLOMBIA - MIBAC,Alcaldía Municipal,1397,1
MOVIMIENTO INDEPENDIENTE DEL CASANARE,Concejo Municipal,1443,14
MOVIMIENTO INDEPENDIENTE FRENTE DE ESPERANZA,Senado,87886,20142
MOVIMIENTO INDEPENDIENTE FRENTE DE ESPERANZA,Concejo Municipal,47990,387
MOVIMIENTO INDEPENDIENTE FRENTE DE ESPERANZA,Asamblea Departamental,39011,1894
MOVIMIENTO INDEPENDIENTE FRENTE DE ESPERANZA,Camara de Representantes,34829,264
MOVIMIENTO INDEPENDIENTE FRENTE DE ESPERANZA,Alcaldía Municipal,34291,11
MOVIMIENTO INDEPENDIENTE FRENTE DE ESPERANZA,Gobernaci??n,2609,3
MOVIMIENTO INDEPENDIENTE GENTE EFICIENTE,Alcaldía Municipal,534,1
MOVIMIENTO INDEPENDIENTE LIBERAL - MIL,Alcaldía Municipal,1088,1
MOVIMIENTO INDEPENDIENTE LIBRES,Gobernaci??n,94272,25
MOVIMIENTO INDEPENDIENTE MISION LA CRUZ,Alcaldía Municipal,3728,1
MOVIMIENTO INDEPENDIENTE OBRERO,Alcaldía Municipal,2351,1
MOVIMIENTO INDEPENDIENTE POPULAR,Alcaldía Municipal,901,1
MOVIMIENTO INDEPENDIENTE POR CAJICA,Concejo Municipal,744,14
MOVIMIENTO INDEPENDIENTE PROYECCION SIGLO XXI,Alcaldía Municipal,2989,1
MOVIMIENTO INDEPENDIENTE QUERER ES PODER FONCEX,Concejo Municipal,170,6
MOVIMIENTO INDEPENDIENTE TODOS,Concejo Municipal,559,6
MOVIMIENTO INDEPENDIENTE TODOS POR CABRERA,Alcaldía Municipal,542,1
MOVIMIENTO INDEPENDIENTE UNIDOS POR PUERTO LOPEZ - MIUP,Concejo Municipal,1345,14
MOVIMIENTO INDIGENA AMBIENTAL - MIA,Senado,0,2382
MOVIMIENTO INDIGENA COLOMBIANO - MIC,Senado,37287,4252
MOVIMIENTO INDIGENA COLOMBIANO - MIC,Camara de Representantes,8213,288
MOVIMIENTO INDIGENA COLOMBIANO - MIC,Concejo Municipal,2932,2
MOVIMIENTO INTEGRACION DEMOCRATICA,Camara de Representantes,19084,328
MOVIMIENTO INTEGRACION DEMOCRATICA,Senado,8472,2156
MOVIMIENTO INTEGRACION POPULAR - MIPOL,Senado,254616,24286
MOVIMIENTO INTEGRACION POPULAR - MIPOL,Concejo Municipal,160931,1096
MOVIMIENTO INTEGRACION POPULAR - MIPOL,C??mara de Representantes,106624,782
MOVIMIENTO INTEGRACION POPULAR - MIPOL,Gobernaci??n,15263,64
MOVIMIENTO INTEGRACION POPULAR - MIPOL,Asamblea Departamental,7280,80
MOVIMIENTO INTEGRACION POPULAR - MIPOL,Alcaldía Municipal,1594,4
MOVIMIENTO JEGA -JORGE ELIECER GAITAN AYALA,Presidencia Primera Vuelta,17370,1125
MOVIMIENTO JOVENES ROSALUNOS,Concejo Municipal,211,12
MOVIMIENTO JUVENIL - JOVENES MAS,Concejo Municipal,937,18
MOVIMIENTO LA HUELLA,Concejo Municipal,1639,29
MOVIMIENTO LA HUELLA,Alcaldía Municipal,1357,1
MOVIMIENTO LIBERALISMO INDEPENDIENTE DE RESTAURACION Y LIDERAZGO,Gobernaci??n,240178,144
MOVIMIENTO LIBERALISMO INDEPENDIENTE DE RESTAURACION Y LIDERAZGO,Alcaldía Municipal,65659,8
MOVIMIENTO LIBERALISMO INDEPENDIENTE DE RESTAURACION Y LIDERAZGO,Senado,36194,4312
MOVIMIENTO LIBERALISMO INDEPENDIENTE DE RESTITUCION - LIDER,Senado,88165,14768
MOVIMIENTO LIBERALISMO INDEPENDIENTE DE RESTITUCION - LIDER,Asamblea Departamental,81553,743
MOVIMIENTO LIBERALISMO INDEPENDIENTE DE RESTITUCION - LIDER,Concejo Municipal,64350,452
MOVIMIENTO LIBERALISMO INDEPENDIENTE DE RESTITUCION - LIDER,Camara de Representantes,60435,924
MOVIMIENTO LIBERALISMO INDEPENDIENTE DE RESTITUCION - LIDER,Alcaldía Municipal,19356,6
MOVIMIENTO LIBERTARIO,Alcaldía Municipal,20233,1
MOVIMIENTO MANOS FIRMES,Concejo Municipal,707,8
MOVIMIENTO MARCANDO EL CAMBIO,Concejo Municipal,4011,18
MOVIMIENTO NACIONAL AFROCOLOMBIANO - AFRO,Alcaldía Municipal,461341,72
MOVIMIENTO NACIONAL AFROCOLOMBIANO - AFRO,Gobernaci??n,163000,116
MOVIMIENTO NACIONAL AFROCOLOMBIANO - AFRO,Concejo Municipal,88642,1099
MOVIMIENTO NACIONAL AFROCOLOMBIANO - AFRO,Asamblea Departamental,28433,1094
MOVIMIENTO NACIONAL AFROCOLOMBIANO - AFRO,C??mara de Representantes,27092,804
MOVIMIENTO NACIONAL AYUDA MUTUA,Alcaldía Municipal,8645,2
MOVIMIENTO NACIONAL AYUDA MUTUA,Senado,8001,2114
MOVIMIENTO NACIONAL CIMARRON,C??mara de Representantes,7954,934
MOVIMIENTO NACIONAL POPULAR,Concejo Municipal,147509,1111
MOVIMIENTO NACIONAL POPULAR,Alcaldía Municipal,65125,46
MOVIMIENTO NACIONAL POPULAR,Senado,45907,5188
MOVIMIENTO NACIONAL POPULAR,Camara de Representantes,44322,328
MOVIMIENTO NACIONAL POPULAR,Asamblea Departamental,29274,1893
MOVIMIENTO NACIONAL POPULAR,C??mara de Representantes,21063,1079
MOVIMIENTO NACIONAL POPULAR,Gobernaci??n,18021,16
MOVIMIENTO NACIONAL POR LA RECREACION Y EL DEPORTE,Camara de Representantes,18565,84
MOVIMIENTO NACIONAL POR LA RECREACION Y EL DEPORTE,Senado,8965,2156
MOVIMIENTO NACIONAL PROGRESISTA,Asamblea Departamental,376861,4721
MOVIMIENTO NACIONAL PROGRESISTA,Senado,282473,46229
MOVIMIENTO NACIONAL PROGRESISTA,Concejo Municipal,240857,1604
MOVIMIENTO NACIONAL PROGRESISTA,Alcaldía Municipal,226747,172
MOVIMIENTO NACIONAL PROGRESISTA,Gobernaci??n,148525,182
MOVIMIENTO NACIONAL PROGRESISTA,Camara de Representantes,69777,136
MOVIMIENTO NACIONAL PROGRESISTA,C??mara de Representantes,36109,2041
MOVIMIENTO NACIONAL PROGRESISTA,Presidencia Primera Vuelta,14566,2209
MOVIMIENTO NUEVA COLOMBIA,Camara de Representantes,326591,2408
MOVIMIENTO NUEVA COLOMBIA,Alcaldía Municipal,281212,47
MOVIMIENTO NUEVA COLOMBIA,Senado,202442,6846
MOVIMIENTO NUEVA COLOMBIA,Concejo Municipal,157002,975
MOVIMIENTO NUEVA COLOMBIA,Asamblea Departamental,145106,5124
MOVIMIENTO NUEVA COLOMBIA,C??mara de Representantes,22552,1296
MOVIMIENTO NUEVA COLOMBIA,Gobernaci??n,16762,7
MOVIMIENTO NUEVA FUERZA DEMOCRATICA,Senado,774066,38728
MOVIMIENTO NUEVA FUERZA DEMOCRATICA,Concejo Municipal,446150,4128
MOVIMIENTO NUEVA FUERZA DEMOCRATICA,Camara de Representantes,180371,1028
MOVIMIENTO NUEVA FUERZA DEMOCRATICA,Alcaldia,168040,112
MOVIMIENTO NUEVA FUERZA DEMOCRATICA,Asamblea Departamental,146006,3849
MOVIMIENTO NUEVA FUERZA DEMOCRATICA,Alcaldía Municipal,81968,25
MOVIMIENTO NUEVA FUERZA DEMOCRATICA,Gobernaci??n,49454,125
MOVIMIENTO NUEVA FUERZA DEMOCRATICA,Gobernacion,26311,319
MOVIMIENTO NUEVA FUERZA DEMOCRATICA,C??mara de Representantes,25978,12
MOVIMIENTO NUEVA INTEGRACION CAMPESINA,Concejo Municipal,541,5
MOVIMIENTO OBRERO INDEPENDIENTE Y REVOLUCIONARIO - MOIR,Asamblea Departamental,199911,10486
MOVIMIENTO OBRERO INDEPENDIENTE Y REVOLUCIONARIO - MOIR,Concejo Municipal,157049,3881
MOVIMIENTO OBRERO INDEPENDIENTE Y REVOLUCIONARIO - MOIR,Alcaldía Municipal,139754,77
MOVIMIENTO OBRERO INDEPENDIENTE Y REVOLUCIONARIO - MOIR,Senado,105733,14966
MOVIMIENTO OBRERO INDEPENDIENTE Y REVOLUCIONARIO - MOIR,C??mara de Representantes,34475,4450
MOVIMIENTO OBRERO INDEPENDIENTE Y REVOLUCIONARIO - MOIR,Camara de Representantes,8755,250
MOVIMIENTO OBRERO INDEPENDIENTE Y REVOLUCIONARIO - MOIR,Gobernaci??n,4640,44
MOVIMIENTO OPCION CIUDADANA,Concejo Municipal,960255,9241
MOVIMIENTO OPCION CIUDADANA,Senado,849563,62256
MOVIMIENTO OPCION CIUDADANA,C??mara de Representantes,778588,8371
MOVIMIENTO OPCION CIUDADANA,Alcaldía Municipal,709520,305
MOVIMIENTO OPCION CIUDADANA,Asamblea Departamental,652568,11056
MOVIMIENTO OPCION CIUDADANA,Gobernaci??n,196265,65
MOVIMIENTO OPCION SOLIDARIDAD,Senado,30939,2160
MOVIMIENTO OPCION SOLIDARIDAD,Camara de Representantes,3271,250
MOVIMIENTO OPCION VIDA,Presidencia Primera Vuelta,2839962,2168
MOVIMIENTO OPCION VIDA,Asamblea Departamental,636,38
MOVIMIENTO OPCION VIDA,Concejo Municipal,403,4
MOVIMIENTO ORIENTACION ECOLOGICA,Presidencia Primera Vuelta,32867,2209
MOVIMIENTO ORIENTACION ECOLOGICA,Presidencia,7428,1034
MOVIMIENTO ORIENTACION ECOLOGICA,Senado,1642,2156
MOVIMIENTO ORIENTACION ECOLOGICA,Camara de Representantes,858,2
MOVIMIENTO OXIGENO LIBERAL,Senado,158177,3255
MOVIMIENTO OXIGENO LIBERAL,Camara de Representantes,39706,382
MOVIMIENTO PARA EL DESARROLLO DE CHARALA,Alcaldía Municipal,1103,1
MOVIMIENTO PARTICIPACION CIUDADANA -GS-,Senado,39274,6468
MOVIMIENTO PARTICIPACION CIUDADANA -GS-,Camara de Representantes,23749,394
MOVIMIENTO PARTICIPACION CIUDADANA -GS-,Alcaldía Municipal,5132,4
MOVIMIENTO PARTICIPACION CIUDADANA -GS-,Concejo Municipal,0,14
MOVIMIENTO PARTICIPATIVO INDEPENDIENTE YO SOY SUESCA,Concejo Municipal,478,13
MOVIMIENTO PARTICIPATIVO TODOS POR OBANDO,Alcaldía Municipal,3252,1
MOVIMIENTO POLITICO 'ANUPAC',Asamblea Departamental,15229,1238
MOVIMIENTO POLITICO 'ANUPAC',Senado,13387,6336
MOVIMIENTO POLITICO 'ANUPAC',C??mara de Representantes,6341,441
MOVIMIENTO POLITICO 'ANUPAC',Concejo Municipal,4200,15
MOVIMIENTO POLITICO 'ANUPAC',Alcaldía Municipal,4178,6
MOVIMIENTO POLITICO ACTITUD RENOVADORA,Gobernaci??n,100218,81
MOVIMIENTO POLITICO ACTITUD RENOVADORA,Concejo Municipal,77810,294
MOVIMIENTO POLITICO ACTITUD RENOVADORA,Senado,58753,4270
MOVIMIENTO POLITICO ACTITUD RENOVADORA,Camara de Representantes,44287,174
MOVIMIENTO POLITICO ACTITUD RENOVADORA,Asamblea Departamental,37563,550
MOVIMIENTO POLITICO ACTITUD RENOVADORA,Alcaldía Municipal,28331,11
MOVIMIENTO POLITICO CIEN POR CIENTO POR COLOMBIA,C??mara de Representantes,162256,759
MOVIMIENTO POLITICO CIUDADANOS POR BOYACA,Gobernaci??n,73057,123
MOVIMIENTO POLITICO CIUDADANOS POR BOYACA,Senado,42954,5360
MOVIMIENTO POLITICO CIUDADANOS POR BOYACA,Alcaldía Municipal,19248,26
MOVIMIENTO POLITICO CIUDADANOS POR BOYACA,Concejo Municipal,15405,543
MOVIMIENTO POLITICO CIUDADANOS POR BOYACA,Asamblea Departamental,7863,1896
MOVIMIENTO POLITICO CIUDADANOS POR BOYACA,C??mara de Representantes,2093,600
MOVIMIENTO POLITICO COLOMBIA HUMANA,Concejo Municipal,882323,860
MOVIMIENTO POLITICO COLOMBIA HUMANA,Alcaldia,116476,210
MOVIMIENTO POLITICO COLOMBIA HUMANA,Gobernacion,36791,191
MOVIMIENTO POLITICO COLOMBIA HUMANA,C??mara de Representantes,29845,70
MOVIMIENTO POLITICO COLOMBIA HUMANA,Asamblea Departamental,8376,224
MOVIMIENTO POLITICO GRU ORG LIDE POP - GOLPE,C??mara de Representantes,16603,175
MOVIMIENTO POLITICO GRU ORG LIDE POP - GOLPE,Camara de Representantes,12933,2
MOVIMIENTO POLITICO INDEPENDIENTE SINCE CREE,Concejo Municipal,1298,14
MOVIMIENTO POLITICO LAICOS POR COLOMBIA,Senado,176471,29046
MOVIMIENTO POLITICO LAICOS POR COLOMBIA,Camara de Representantes,115135,2965
MOVIMIENTO POLITICO LAICOS POR COLOMBIA,Concejo Municipal,95686,905
MOVIMIENTO POLITICO LAICOS POR COLOMBIA,Asamblea Departamental,76942,3638
MOVIMIENTO POLITICO LAICOS POR COLOMBIA,Alcaldía Municipal,34498,22
MOVIMIENTO POLITICO LAICOS POR COLOMBIA,C??mara de Representantes,24884,2639
MOVIMIENTO POLITICO MANOS UNIDAS,Senado,17797,2156
MOVIMIENTO POLITICO MANOS UNIDAS,Camara de Representantes,955,80
MOVIMIENTO POLITICO MUJERES 2000,Senado,19986,2156
MOVIMIENTO POLITICO MUJERES 2000,Camara de Representantes,3403,232
MOVIMIENTO POLITICO OPCION PASTO,Alcaldía Municipal,47151,1
MOVIMIENTO POLITICO POR LA SEGURIDAD SOCIAL,Senado,70704,13277
MOVIMIENTO POLITICO POR LA SEGURIDAD SOCIAL,Concejo Municipal,47667,353
MOVIMIENTO POLITICO POR LA SEGURIDAD SOCIAL,Alcaldía Municipal,45062,16
MOVIMIENTO POLITICO POR LA SEGURIDAD SOCIAL,Gobernaci??n,41183,30
MOVIMIENTO POLITICO POR LA SEGURIDAD SOCIAL,C??mara de Representantes,19244,1558
MOVIMIENTO POLITICO POR LA SEGURIDAD SOCIAL,Asamblea Departamental,5872,380
MOVIMIENTO POLITICO SOBERANIA,Senado,14198,2972
MOVIMIENTO POLITICO SOLIDARIDAD,Concejo Municipal,31009,146
MOVIMIENTO POLITICO SOLIDARIDAD,Alcaldía Municipal,13547,6
MOVIMIENTO POLITICO SOLIDARIDAD,Asamblea Departamental,5730,343
MOVIMIENTO POLITICO SOLIDARIDAD,Gobernaci??n,4869,23
MOVIMIENTO POLITICO VILLANUEVA MIA,Concejo Municipal,1579,13
MOVIMIENTO POPULAR INDEPENDIENTE PROLIGAR,Concejo Municipal,964,12
MOVIMIENTO POPULAR POR CAJICA,Alcaldía Municipal,2818,1
MOVIMIENTO POPULAR POR CAJICA,Concejo Municipal,1570,13
MOVIMIENTO POPULAR TU,Alcaldía Municipal,3201,1
MOVIMIENTO POPULAR UNIDO - MPU,C??mara de Representantes,383855,13061
MOVIMIENTO POPULAR UNIDO - MPU,Asamblea Departamental,292978,6076
MOVIMIENTO POPULAR UNIDO - MPU,Concejo Municipal,291312,1955
MOVIMIENTO POPULAR UNIDO - MPU,Alcaldía Municipal,243921,73
MOVIMIENTO POPULAR UNIDO - MPU,Senado,172717,23103
MOVIMIENTO POPULAR UNIDO - MPU,Gobernaci??n,29794,141
MOVIMIENTO POR EL PROGRESO DE LA DORADA,Alcaldía Municipal,10147,1
"MOVIMIENTO POR LA EDUCACION, TRABAJO Y CAMBIO SOCIAL",Asamblea Departamental,67571,1424
"MOVIMIENTO POR LA EDUCACION, TRABAJO Y CAMBIO SOCIAL",Concejo Municipal,47979,244
"MOVIMIENTO POR LA EDUCACION, TRABAJO Y CAMBIO SOCIAL",Senado,33175,2114
"MOVIMIENTO POR LA EDUCACION, TRABAJO Y CAMBIO SOCIAL",Alcaldía Municipal,8585,3
MOVIMIENTO POR LA HUMANIZACION SANTARROSEÑA,Alcaldía Municipal,95,1
MOVIMIENTO POR LA PROSPERIDAD DE SANDONA,Alcaldía Municipal,3692,1
MOVIMIENTO POR LA RECONSTRUCCION DEL ATLANTICO,Gobernaci??n,61059,23
MOVIMIENTO POR UN NUEVO PAIS,Camara de Representantes,3846,124
MOVIMIENTO POR UN NUEVO PAIS,Concejo Municipal,2890,10
MOVIMIENTO POR UN VALLE SEGURO,Gobernaci??n,676199,42
MOVIMIENTO POR UNA SOLA CARTAGENA,Alcaldía Municipal,116755,1
MOVIMIENTO POR UNA SOLA CARTAGENA,Concejo Municipal,18376,20
MOVIMIENTO QUINTIN LAME,Alcaldía Municipal,6736,1
MOVIMIENTO QUINTIN LAME,Camara de Representantes,539,4
MOVIMIENTO RECONSTRUCCION DEMOCRATICA NACIONAL,Senado,104149,12673
MOVIMIENTO RECONSTRUCCION DEMOCRATICA NACIONAL,C??mara de Representantes,59792,2734
MOVIMIENTO RECONSTRUCCION DEMOCRATICA NACIONAL,Presidencia,42652,1170
MOVIMIENTO RECONSTRUCCION DEMOCRATICA NACIONAL,Concejo Municipal,17393,161
MOVIMIENTO RECONSTRUCCION DEMOCRATICA NACIONAL,Alcaldía Municipal,11579,8
MOVIMIENTO RECONSTRUCCION DEMOCRATICA NACIONAL,Asamblea Departamental,9575,741
MOVIMIENTO RECONSTRUCCION DEMOCRATICA NACIONAL,Camara de Representantes,4278,248
MOVIMIENTO RENOVACION DEMOCRATICA,Alcaldía Municipal,105360,10
MOVIMIENTO RENOVACION DEMOCRATICA,Concejo Municipal,50688,535
MOVIMIENTO RENOVACION DEMOCRATICA,Camara de Representantes,32499,500
MOVIMIENTO RENOVACION DEMOCRATICA,Asamblea Departamental,32322,5181
MOVIMIENTO RENOVACION DEMOCRATICA,C??mara de Representantes,21991,1232
MOVIMIENTO RENOVACION DEMOCRATICA,Senado,20888,2156
MOVIMIENTO RENOVACION MUNICIPAL,Concejo Municipal,2495,26
MOVIMIENTO RENOVADOR COLOMBIANO,Camara de Representantes,2958,248
MOVIMIENTO RENOVADOR DE ACCION SOCIAL - MORAL,Concejo Municipal,166192,2285
MOVIMIENTO RENOVADOR DE ACCION SOCIAL - MORAL,C??mara de Representantes,156951,3738
MOVIMIENTO RENOVADOR DE ACCION SOCIAL - MORAL,Asamblea Departamental,155809,3104
MOVIMIENTO RENOVADOR DE ACCION SOCIAL - MORAL,Senado,152481,14512
MOVIMIENTO RENOVADOR DE ACCION SOCIAL - MORAL,Alcaldía Municipal,118043,62
MOVIMIENTO RENOVADOR DE ACCION SOCIAL - MORAL,Gobernaci??n,55983,88
MOVIMIENTO REPUBLICANO,C??mara de Representantes,22513,143
MOVIMIENTO REPUBLICANO,Concejo Municipal,12456,177
MOVIMIENTO REPUBLICANO,Alcaldía Municipal,2235,7
MOVIMIENTO REVOLUCION DEMOCRATICA,Senado,3899,4568
MOVIMIENTO REVOLUCION DEMOCRATICA,C??mara de Representantes,2221,9
MOVIMIENTO REVOLUCIONARIO FUERZA DEMOCRATICA,Senado,6845,9823
MOVIMIENTO REVOLUCIONARIO FUERZA DEMOCRATICA,C??mara de Representantes,6581,715
MOVIMIENTO REVOLUCIONARIO FUERZA DEMOCRATICA,Asamblea Departamental,102,30
MOVIMIENTO REVOLUCIONARIO FUERZA DEMOCRATICA,Alcaldía Municipal,74,2
MOVIMIENTO RURAL CIVICO INDEPENDIENTE,Concejo Municipal,549,11
MOVIMIENTO SERVIR COLOMBIA,Concejo Municipal,966,6
MOVIMIENTO SI COLOMBIA,Presidencia,641884,1180
MOVIMIENTO SI COLOMBIA,Alcaldía Municipal,211451,33
MOVIMIENTO SI COLOMBIA,Concejo Municipal,64745,427
MOVIMIENTO SI COLOMBIA,Senado,55835,15318
MOVIMIENTO SI COLOMBIA,Asamblea Departamental,45463,1902
MOVIMIENTO SI COLOMBIA,C??mara de Representantes,23996,5079
MOVIMIENTO SI ES POSIBLE,Alcaldía Municipal,47870,1
MOVIMIENTO SI ES POSIBLE,Concejo Municipal,5809,29
MOVIMIENTO SI ES POSIBLE,Alcaldia,1625,1
MOVIMIENTO SI SOCIEDAD INTEGRAL,Concejo Municipal,2588,17
MOVIMIENTO SIGNIFICATIVO DE CIUDADANOS PROGRESISTAS,Concejo Municipal,17006,32
MOVIMIENTO SIGNIFICATIVO DE CIUDADANOS PROGRESISTAS,Alcaldía Municipal,633,1
MOVIMIENTO SOCIAL AGRARIO,Senado,9243,2114
MOVIMIENTO SOCIAL DEJANDO HUELLAS,Concejo Municipal,1156,10
MOVIMIENTO SOCIAL E INDIGENA - MSI,Senado,21950,956
MOVIMIENTO SOCIAL INDEPENDIENTE - SI,Alcaldía Municipal,2205,2
MOVIMIENTO SOCIAL INDEPENDIENTE - SI,Concejo Municipal,722,13
MOVIMIENTO SOCIAL LA BENDICION,Alcaldía Municipal,24829,1
MOVIMIENTO SOCIAL LA BENDICION,Concejo Municipal,6429,14
MOVIMIENTO SOCIAL LOS AGATAES,Concejo Municipal,1615,8
MOVIMIENTO SOCIAL MANOS UNIDAS,Alcaldía Municipal,645,1
MOVIMIENTO SOCIAL MANOS UNIDAS,Concejo Municipal,480,10
MOVIMIENTO SOCIAL PRIMERO IBAGUE,Concejo Municipal,22450,40
MOVIMIENTO SOCIAL RED CIUDADANA,Alcaldía Municipal,5837,1
MOVIMIENTO SOCIAL RED CIUDADANA,Concejo Municipal,3194,14
MOVIMIENTO SOCIAL Y PARTICIPATIVO,Alcaldía Municipal,1432,1
MOVIMIENTO SOLIDARIDAD AGROPECUARIA,Concejo Municipal,98,6
MOVIMIENTO SOMOS COLOMBIA,Gobernaci??n,170613,57
MOVIMIENTO SOMOS COLOMBIA,Alcaldía Municipal,155071,69
MOVIMIENTO SOMOS COLOMBIA,Concejo Municipal,149091,1562
MOVIMIENTO SOMOS COLOMBIA,Asamblea Departamental,114435,4866
MOVIMIENTO SOMOS COLOMBIA,Senado,70699,18480
MOVIMIENTO SOMOS COLOMBIA,C??mara de Representantes,22919,1025
MOVIMIENTO SOMOS MAS QUE ELLOS,Alcaldía Municipal,12043,1
MOVIMIENTO SOMOS YUMBO,Concejo Municipal,3294,16
MOVIMIENTO SOPETRAN CIVICO,Alcaldía Municipal,435,1
MOVIMIENTO TODOS UNIDOS,Concejo Municipal,1123,12
MOVIMIENTO TU ERES TURBO,Alcaldía Municipal,16233,1
MOVIMIENTO UNE,Concejo Municipal,1760,10
MOVIMIENTO UNE - FIRMEZA Y VOLUNTAD DE UN PUEBLO,Alcaldía Municipal,2180,1
MOVIMIENTO UNETE COLOMBIA,Gobernaci??n,145671,84
MOVIMIENTO UNETE COLOMBIA,Alcaldía Municipal,53970,15
MOVIMIENTO UNETE COLOMBIA,C??mara de Representantes,40603,3069
MOVIMIENTO UNETE COLOMBIA,Concejo Municipal,31490,318
MOVIMIENTO UNETE COLOMBIA,Asamblea Departamental,19984,1255
MOVIMIENTO UNETE COLOMBIA,Senado,15567,3112
MOVIMIENTO UNICO DE RENOVACION CONSERVADORA - MURCO,Camara de Representantes,43654,346
MOVIMIENTO UNIDAD INDIGENA Y POPULAR POR COLOMBIA - MUIPC,C??mara de Representantes,13655,1329
MOVIMIENTO UNIDOS HACEMOS MAS POR ITAGUI,Concejo Municipal,9301,17
MOVIMIENTO UNIDOS POR BUESACO,Alcaldía Municipal,12962,3
MOVIMIENTO UNIDOS POR COLOMBIA,Camara de Representantes,28006,84
MOVIMIENTO UNIDOS POR COLOMBIA,Senado,27267,2092
MOVIMIENTO UNIDOS POR COLOMBIA,Concejo Municipal,4685,19
